EmployeeID,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
2409,Very High,Excellent,Very High,High,Better,No,41,Travel_Rarely,Research & Development,24,Master,Life Sciences,Female,4,Manager,Single,137260,3,Y,12,0,21,6,2,0,2
2410,High,Excellent,Very High,Low,Better,No,20,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,1,Sales Representative,Single,47770,1,Y,18,1,2,3,2,0,2
2411,Medium,Excellent,High,Very High,Better,No,33,Non-Travel,Research & Development,18,College,Medical,Female,2,Healthcare Representative,Divorced,63850,1,Y,13,0,7,6,6,1,2
2412,High,Excellent,Low,High,Good,No,36,Travel_Rarely,Research & Development,2,College,Technical Degree,Male,3,Sales Executive,Married,199730,6,Y,12,0,10,2,3,0,2
2413,Medium,Excellent,High,Very High,Better,No,44,Travel_Rarely,Research & Development,9,Bachelor,Technical Degree,Female,3,Healthcare Representative,Divorced,68610,4,Y,12,0,8,2,2,2,2
2414,High,Excellent,Very High,High,Better,Yes,23,Travel_Rarely,Human Resources,6,Bachelor,Life Sciences,Female,3,Laboratory Technician,Single,49690,1,Y,12,0,5,3,5,1,2
2415,High,Excellent,Very High,High,Good,No,38,Travel_Rarely,Research & Development,11,College,Life Sciences,Male,1,Sales Executive,Married,198450,7,Y,11,1,7,3,0,0,0
2416,High,Excellent,Medium,Very High,Better,No,53,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,Male,4,Research Director,Married,133200,3,Y,11,0,11,2,4,1,2
2417,Low,Excellent,Very High,High,Better,Yes,48,Travel_Frequently,Sales,10,College,Marketing,Male,1,Healthcare Representative,Married,63470,2,Y,12,1,19,3,9,7,7
2418,High,Excellent,Very High,Medium,Better,Yes,32,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Male,2,Research Scientist,Single,27430,1,Y,19,1,1,2,1,0,0
2419,High,Outstanding,Very High,Very High,Better,No,26,Non-Travel,Research & Development,18,College,Medical,Male,1,Human Resources,Single,108800,1,Y,23,1,7,5,7,5,7
2420,High,Excellent,Low,Medium,Better,No,55,Travel_Rarely,Research & Development,23,Below College,Life Sciences,Male,5,Laboratory Technician,Divorced,23420,5,Y,11,2,8,2,4,1,2
2421,Low,Excellent,Medium,Very High,Best,No,34,Travel_Rarely,Sales,28,Bachelor,Life Sciences,Female,2,Research Scientist,Married,176500,1,Y,19,1,15,6,15,4,13
2422,Medium,Excellent,High,Very High,Best,No,60,Travel_Rarely,Sales,17,Master,Medical,Male,1,Manager,Divorced,40250,3,Y,13,1,19,5,1,0,0
2423,High,Excellent,Medium,Medium,Better,No,33,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Male,3,Manager,Married,97250,1,Y,11,0,14,0,14,2,13
2424,High,Excellent,High,Very High,Good,No,37,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,Male,1,Laboratory Technician,Divorced,119040,1,Y,12,1,6,4,6,1,3
2425,High,Excellent,Medium,Very High,Better,No,34,Travel_Rarely,Research & Development,7,College,Life Sciences,Male,1,Healthcare Representative,Married,21770,1,Y,13,0,10,5,10,8,7
2426,High,Excellent,High,Very High,Better,Yes,23,Travel_Rarely,Research & Development,12,College,Medical,Male,2,Research Scientist,Divorced,75250,1,Y,14,2,3,2,3,0,2
2427,Very High,Excellent,High,Very High,Better,No,44,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,Male,1,Research Scientist,Married,48340,1,Y,14,0,9,1,8,6,7
2428,High,Excellent,Low,Very High,Best,No,35,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,Male,3,Sales Executive,Single,20420,0,Y,16,0,6,2,5,1,4
2429,Low,Excellent,Very High,Very High,Better,No,43,Travel_Rarely,Research & Development,25,Master,Life Sciences,Male,2,Sales Executive,Married,22200,1,Y,11,0,10,2,10,8,8
2430,High,Excellent,High,High,Better,No,24,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Male,3,Sales Executive,Married,10520,1,Y,13,0,5,3,5,0,4
2431,High,Excellent,Very High,High,Better,No,41,Travel_Rarely,Sales,6,Master,Marketing,Male,1,Research Scientist,Single,28210,1,Y,17,0,10,3,10,8,7
2432,High,Excellent,Very High,High,Better,No,29,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,2,Research Scientist,Married,192370,9,Y,11,1,9,2,5,1,2
2433,Low,Excellent,High,Very High,Good,No,36,Travel_Rarely,Human Resources,1,Master,Life Sciences,Female,3,Research Scientist,Single,41070,3,Y,11,1,17,2,13,6,7
2434,Medium,Excellent,High,High,Good,No,45,Non-Travel,Sales,2,Bachelor,Life Sciences,Female,2,Manufacturing Director,Married,83960,3,Y,15,2,25,3,23,14,4
2435,Medium,Excellent,Very High,High,Better,Yes,24,Travel_Rarely,Sales,6,College,Medical,Female,2,Manager,Married,20070,1,Y,12,0,1,2,1,0,0
2436,High,Excellent,High,High,Bad,Yes,47,Travel_Frequently,Research & Development,1,Bachelor,Medical,Female,2,Sales Executive,Married,196270,7,Y,11,2,25,1,23,14,10
2437,High,Excellent,Very High,High,Best,No,26,Travel_Rarely,Research & Development,9,Below College,Medical,Male,1,Sales Executive,Married,106860,1,Y,14,1,3,2,3,0,2
2438,High,Outstanding,Very High,Medium,Better,No,45,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,1,Research Director,Single,29420,1,Y,22,1,21,4,21,8,6
2439,High,Excellent,Low,High,Good,No,32,Travel_Frequently,Sales,1,Below College,Marketing,Male,2,Laboratory Technician,Married,88580,6,Y,16,1,10,2,5,1,3
2440,High,Excellent,Medium,High,Best,No,31,Travel_Rarely,Research & Development,14,College,Life Sciences,Male,1,Sales Executive,Married,167560,1,Y,11,2,6,5,5,0,3
2441,Low,Excellent,High,Medium,Better,No,41,Non-Travel,Sales,2,College,Medical,Male,2,Research Scientist,Married,107980,6,Y,14,2,10,5,3,1,2
2442,High,Excellent,Medium,Low,Better,No,40,Travel_Rarely,Research & Development,22,College,Technical Degree,Male,1,Healthcare Representative,Married,23230,2,Y,16,1,18,2,1,0,0
2443,Medium,Excellent,Medium,Low,Best,No,24,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Female,1,Research Scientist,Divorced,14160,1,Y,15,1,6,3,6,1,2
2444,Medium,Excellent,High,Medium,Better,No,46,Travel_Rarely,Research & Development,6,Bachelor,Medical,Male,4,Sales Executive,Single,46150,6,Y,12,0,19,3,10,0,9
2445,High,Outstanding,Very High,High,Better,No,35,Travel_Rarely,Sales,8,Master,Life Sciences,Male,1,Laboratory Technician,Married,24610,2,Y,20,1,17,4,7,0,7
2446,High,Excellent,Medium,Very High,Good,No,30,Travel_Rarely,Sales,9,Master,Marketing,Male,1,Laboratory Technician,Married,87220,1,Y,17,1,10,3,10,0,8
2447,High,Excellent,High,Medium,Bad,No,47,Non-Travel,Research & Development,3,College,Life Sciences,Female,2,Sales Executive,Married,39550,7,Y,12,1,4,5,1,0,0
2448,High,Outstanding,High,Very High,Good,No,46,Travel_Rarely,Research & Development,1,Master,Technical Degree,Female,3,Sales Executive,Divorced,99570,4,Y,20,0,13,1,10,0,3
2449,High,Outstanding,Medium,Low,Better,Yes,36,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,0,16,3,2,2,2
2450,High,Excellent,Low,Medium,Better,Yes,32,Travel_Rarely,Research & Development,26,Bachelor,Medical,Female,2,Research Director,Single,88230,6,Y,13,2,10,3,0,0,0
2451,High,Excellent,High,Medium,Bad,No,23,Travel_Rarely,Sales,6,Master,Life Sciences,Male,3,Manufacturing Director,Single,103220,1,Y,14,2,3,2,3,1,2
2452,High,Excellent,Very High,Very High,Good,No,31,Travel_Frequently,Sales,3,Bachelor,Marketing,Male,2,Sales Executive,Single,46210,2,Y,18,1,9,3,5,1,4
2453,Medium,Excellent,Very High,Very High,Better,No,39,Non-Travel,Research & Development,3,Bachelor,Life Sciences,Female,2,Manufacturing Director,Married,109760,1,Y,11,0,9,3,9,5,8
2454,Medium,Excellent,Very High,High,Bad,No,32,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,Male,1,Research Scientist,Married,36600,3,Y,11,2,10,0,4,0,2
2455,Medium,Excellent,Medium,Medium,Good,No,40,Travel_Rarely,Sales,6,Bachelor,Life Sciences,Male,3,Manufacturing Director,Single,104820,1,Y,11,1,21,6,21,12,8
2456,High,Excellent,High,High,Best,No,45,Travel_Rarely,Research & Development,19,Master,Medical,Male,1,Sales Representative,Married,71190,4,Y,15,0,9,2,5,0,3
2457,High,Excellent,Very High,Low,Better,No,30,Travel_Frequently,Sales,9,Bachelor,Life Sciences,Male,1,Research Director,Single,95820,0,Y,12,1,10,2,9,0,7
2458,High,Excellent,Low,Very High,Better,No,24,Travel_Frequently,Sales,3,Master,Marketing,Male,1,Sales Executive,Married,45080,0,Y,11,1,3,5,2,2,1
2459,High,Excellent,High,Very High,Good,Yes,30,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,Female,1,Human Resources,Divorced,22070,6,Y,14,0,6,4,4,1,2
2460,Very High,Excellent,Low,High,Better,No,31,Travel_Rarely,Research & Development,3,College,Life Sciences,Male,3,Laboratory Technician,Married,77560,1,Y,15,2,6,3,5,0,2
2461,Medium,Excellent,High,Very High,Good,No,27,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Male,1,Manager,Single,66940,1,Y,13,1,6,2,6,1,4
2462,High,Excellent,Medium,Medium,Better,Yes,29,Travel_Rarely,Sales,4,Bachelor,Marketing,Male,5,Research Scientist,Single,36910,1,Y,13,0,2,3,2,2,2
2463,High,Outstanding,Very High,High,Best,No,29,Travel_Frequently,Research & Development,8,Master,Life Sciences,Female,1,Sales Executive,Single,23770,8,Y,21,1,10,2,3,0,2
2464,High,Excellent,High,Low,Better,No,30,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Male,3,Sales Executive,Divorced,23130,2,Y,11,0,12,5,7,1,7
2465,Medium,Excellent,Very High,Very High,Better,No,34,Travel_Rarely,Research & Development,1,College,Medical,Female,2,Healthcare Representative,Married,176650,0,Y,11,0,6,5,5,1,2
2466,High,Excellent,Very High,Medium,Good,No,33,Non-Travel,Research & Development,2,Master,Medical,Male,1,Sales Representative,Single,25960,8,Y,14,1,13,4,11,1,7
2467,High,Excellent,Very High,Very High,Best,No,49,Travel_Rarely,Sales,3,Master,Marketing,Male,1,Sales Executive,Single,47280,3,Y,11,1,8,4,5,0,4
2468,Low,Excellent,Low,Low,Good,Yes,33,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Male,1,Sales Executive,Single,43020,2,Y,13,0,11,3,0,0,0
2469,High,Excellent,High,Medium,Good,No,38,Travel_Frequently,Research & Development,28,Bachelor,Medical,Male,1,Healthcare Representative,Married,29790,4,Y,12,1,9,3,6,0,5
2470,High,Excellent,Low,High,Better,Yes,31,Travel_Rarely,Human Resources,9,Master,Human Resources,Male,2,Laboratory Technician,Married,168850,2,Y,14,2,10,2,1,0,0
2471,High,Excellent,Very High,Low,Better,No,29,Travel_Rarely,Research & Development,3,Master,Other,Female,2,Sales Representative,Divorced,55930,1,Y,13,1,1,3,1,0,0
2472,High,Excellent,High,High,Better,No,30,Travel_Rarely,Research & Development,2,Below College,Medical,Male,1,Sales Representative,Married,104450,3,Y,18,1,10,3,7,1,7
2473,High,Excellent,Medium,Medium,Better,No,32,Non-Travel,Research & Development,10,Master,Life Sciences,Female,1,Laboratory Technician,Single,87400,2,Y,11,1,12,2,7,0,7
2474,Medium,Excellent,Medium,Very High,Better,No,38,Travel_Rarely,Research & Development,8,College,Technical Degree,Female,1,Manufacturing Director,Married,25140,3,Y,11,0,15,2,1,1,0
2475,High,Excellent,High,High,Better,Yes,43,Travel_Frequently,Research & Development,1,Master,Other,Male,3,Sales Executive,Married,76550,9,Y,12,1,6,3,1,0,0
2476,High,Excellent,Medium,Medium,Good,No,42,Travel_Rarely,Human Resources,1,Bachelor,Other,Female,1,Healthcare Representative,Divorced,174650,8,Y,13,1,7,3,5,0,4
2477,High,Outstanding,High,,Better,No,55,Travel_Rarely,Research & Development,3,College,Life Sciences,Female,1,Sales Executive,Married,73510,8,Y,20,1,34,3,1,0,0
2478,High,Excellent,Very High,Medium,Good,No,33,Non-Travel,Research & Development,14,Bachelor,Other,Male,1,Research Scientist,Divorced,108200,5,Y,12,0,11,2,9,1,7
2479,High,Excellent,High,Low,,No,41,Travel_Rarely,Research & Development,5,Bachelor,Medical,Male,1,Sales Representative,Divorced,121690,1,Y,19,0,5,2,5,0,4
2480,Medium,Outstanding,Very High,High,Better,No,34,Non-Travel,Research & Development,7,Master,Medical,Female,1,Research Scientist,Divorced,196260,1,Y,21,0,15,5,15,0,7
2481,Very High,Excellent,Low,High,Good,No,53,Non-Travel,Research & Development,10,Master,Medical,Male,2,Healthcare Representative,Married,20700,4,Y,13,2,27,2,3,0,2
2482,High,Excellent,Medium,Very High,Better,No,43,Travel_Rarely,Sales,16,College,Marketing,Female,1,Laboratory Technician,Single,67820,0,Y,16,1,10,2,9,1,8
2483,High,Excellent,Very High,Very High,Better,No,34,Travel_Rarely,Sales,10,College,Life Sciences,Female,5,Sales Executive,Single,77790,5,Y,12,1,6,2,2,2,2
2484,Very High,Excellent,Medium,Medium,Better,Yes,21,Travel_Rarely,Sales,1,College,Marketing,Male,5,Healthcare Representative,Single,27910,1,Y,14,0,1,3,1,1,0
2485,Medium,Excellent,Very High,High,Better,No,38,Travel_Rarely,Research & Development,8,College,Life Sciences,Female,2,Sales Executive,Married,32010,1,Y,11,1,5,3,5,0,4
2486,High,Excellent,High,Low,Better,Yes,22,Travel_Rarely,Research & Development,1,Bachelor,Other,Male,4,Research Scientist,Married,49680,1,Y,14,0,1,3,1,0,0
2487,Medium,Excellent,Low,Very High,Better,No,31,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,Male,5,Sales Executive,Married,131200,1,Y,12,2,13,6,12,5,7
2488,High,Excellent,Low,High,Better,No,51,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,1,Manager,Married,40330,2,Y,14,0,15,2,2,2,2
2489,Medium,Excellent,Medium,Medium,Better,No,37,Travel_Rarely,Research & Development,24,Below College,Life Sciences,Male,2,Sales Executive,Married,32910,1,Y,16,3,5,2,5,0,3
2490,Very High,Excellent,High,Very High,Better,No,46,Travel_Rarely,Sales,3,Master,Marketing,Female,1,Sales Representative,Divorced,42720,7,Y,13,0,24,3,2,2,2
2491,Medium,Excellent,Very High,Low,Better,No,36,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,Female,4,Research Scientist,Married,50560,7,Y,12,0,15,2,12,5,7
2492,Very High,Excellent,High,Medium,Good,Yes,44,Travel_Frequently,Sales,10,Master,Life Sciences,Male,1,Research Scientist,Divorced,28440,1,Y,12,0,6,2,5,2,3
2493,High,Excellent,High,Medium,Good,No,37,Travel_Rarely,Research & Development,19,College,Technical Degree,Male,2,Sales Executive,Divorced,27030,2,Y,14,0,19,2,10,4,7
2494,High,Outstanding,High,Very High,Better,Yes,35,Travel_Rarely,Research & Development,15,Master,Life Sciences,Male,2,Research Scientist,Single,19040,1,Y,22,1,10,4,10,7,7
2495,High,Excellent,Very High,Low,Better,No,33,Travel_Rarely,Research & Development,8,Doctor,Medical,Male,2,Laboratory Technician,Married,82240,6,Y,19,0,14,3,10,7,6
2496,High,Excellent,High,Very High,Best,No,28,Travel_Rarely,Sales,9,Bachelor,Medical,Female,2,Sales Executive,Married,47660,1,Y,12,0,5,3,5,0,3
2497,Medium,Excellent,High,High,Better,No,39,Travel_Rarely,Sales,3,Master,Marketing,Female,2,Laboratory Technician,Single,26100,7,Y,12,0,9,2,4,2,2
2498,High,Excellent,Medium,Medium,Better,No,46,Non-Travel,Research & Development,9,College,Life Sciences,Male,2,Manufacturing Director,Single,57310,8,Y,17,0,6,2,2,2,2
2499,High,Excellent,High,Low,Good,No,40,Travel_Rarely,Research & Development,2,College,Medical,Male,1,Research Director,Married,25390,4,Y,12,1,7,3,4,0,2
2500,High,Excellent,Medium,Low,Good,No,42,Travel_Rarely,Research & Development,7,Master,Other,Female,2,Laboratory Technician,Married,57140,5,Y,11,0,10,2,0,0,0
2501,High,Excellent,Medium,Very High,Better,No,35,Non-Travel,Sales,10,Below College,Life Sciences,Female,2,Research Director,Divorced,43230,2,Y,18,3,15,3,7,1,7
2502,High,Excellent,Low,Medium,Better,No,38,Non-Travel,Sales,6,Master,Marketing,Male,3,Sales Executive,Divorced,73360,5,Y,11,0,13,3,11,3,8
2503,Very High,Outstanding,Very High,Low,Good,Yes,34,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Male,1,Manufacturing Director,Married,134990,4,Y,23,2,11,2,7,0,7
2504,High,Excellent,Very High,Low,Bad,Yes,37,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,Male,1,Laboratory Technician,Single,137580,1,Y,11,1,10,5,10,0,8
2505,Medium,Excellent,High,Very High,Better,No,39,Travel_Frequently,Research & Development,2,Below College,Medical,Male,2,Healthcare Representative,Divorced,51550,2,Y,18,1,7,3,2,2,2
2506,High,Excellent,Low,High,Good,No,43,Non-Travel,Human Resources,8,Doctor,Medical,Female,3,Sales Executive,Single,22580,4,Y,18,0,7,2,3,1,2
2507,Low,Excellent,Medium,Medium,Bad,No,41,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,3,Research Scientist,Single,35970,3,Y,13,1,11,2,3,1,2
2508,Medium,Excellent,High,High,Best,No,41,Travel_Rarely,Research & Development,1,Below College,Technical Degree,Male,3,Laboratory Technician,Divorced,25150,0,Y,18,0,23,2,22,13,5
2509,High,Excellent,Low,High,Better,No,30,Travel_Rarely,Sales,26,Bachelor,Marketing,Female,2,Manager,Single,44200,9,Y,11,0,9,3,7,0,2
2510,Medium,Excellent,Very High,Medium,Better,Yes,26,Travel_Rarely,Human Resources,2,Below College,Technical Degree,Female,3,Sales Executive,Married,65780,0,Y,15,2,6,3,5,1,4
2511,High,Excellent,Very High,Medium,Best,Yes,46,Travel_Rarely,Research & Development,10,Bachelor,Medical,Male,1,Sales Executive,Married,44220,4,Y,11,1,13,2,9,3,7
2512,High,Excellent,High,Very High,Better,No,40,Travel_Rarely,Sales,27,College,Medical,Female,3,Sales Executive,Divorced,102740,4,Y,18,0,12,3,5,0,3
2513,Medium,Excellent,Medium,High,Better,No,34,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,2,Laboratory Technician,Married,53430,1,Y,14,0,10,5,10,4,8
2514,High,Excellent,Medium,Medium,Good,No,58,Non-Travel,Research & Development,2,Master,Medical,Male,1,Laboratory Technician,Divorced,23760,4,Y,12,1,37,3,16,14,14
2515,Medium,Excellent,Medium,High,Best,No,35,Travel_Rarely,Research & Development,8,Below College,Technical Degree,Female,3,Manufacturing Director,Married,53460,0,Y,14,0,6,3,5,0,3
2516,High,Excellent,High,Medium,Better,No,47,Travel_Rarely,Research & Development,19,Doctor,Medical,Female,2,Research Scientist,Divorced,28270,8,Y,14,1,28,3,22,14,10
2517,High,Excellent,Medium,Low,Better,No,40,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,2,Manager,Divorced,199430,2,Y,13,1,15,3,7,7,7
2518,Medium,Excellent,Very High,Very High,Good,No,54,Travel_Rarely,Sales,27,Master,Medical,Male,1,Research Scientist,Married,31310,4,Y,14,0,14,3,7,1,7
2519,High,Excellent,Low,Low,Better,No,31,Travel_Frequently,Sales,8,Master,Other,Female,3,Manufacturing Director,Married,25520,2,Y,18,0,9,2,3,2,2
2520,High,Excellent,High,Low,Better,No,28,Travel_Rarely,Sales,1,College,Life Sciences,Male,3,Manager,Married,44770,1,Y,15,0,3,6,3,1,2
2521,Low,Excellent,Medium,Very High,Good,No,38,Travel_Rarely,Research & Development,19,Bachelor,Medical,Female,2,Manufacturing Director,Married,64740,2,Y,13,2,20,3,4,0,3
2522,Medium,Excellent,High,Very High,Better,No,26,Travel_Rarely,Sales,8,Bachelor,Marketing,Female,1,Healthcare Representative,Single,30330,1,Y,12,0,5,2,5,1,2
2523,High,Excellent,Low,High,Better,No,58,Travel_Frequently,Research & Development,10,Master,Technical Degree,Female,1,Sales Representative,Married,29360,2,Y,13,1,23,3,2,2,2
2524,High,Outstanding,Medium,High,Bad,No,18,Non-Travel,Research & Development,2,Bachelor,Life Sciences,Male,3,Sales Representative,Single,186060,1,Y,24,2,0,4,0,0,0
2525,High,Excellent,Very High,Low,Better,Yes,31,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,3,Laboratory Technician,Married,21680,0,Y,14,1,2,2,1,0,0
2526,Medium,Excellent,Low,Low,Better,Yes,29,Travel_Rarely,Research & Development,8,College,Medical,Male,1,Manager,Divorced,28530,4,Y,14,1,4,5,2,2,0
2527,Medium,Excellent,High,High,Best,No,45,Non-Travel,Sales,1,Master,Technical Degree,Male,1,Research Scientist,Married,170480,4,Y,15,0,10,3,8,5,7
2528,High,Excellent,Very High,Medium,Better,No,36,Travel_Rarely,Sales,2,Bachelor,Technical Degree,Female,5,Laboratory Technician,Married,22900,4,Y,11,0,15,5,1,0,0
2529,High,Outstanding,Low,Very High,Better,No,43,Travel_Frequently,Sales,8,Bachelor,Medical,Male,1,Research Director,Married,36000,1,Y,23,0,7,2,7,7,7
2530,High,Excellent,Very High,Very High,Good,No,27,Travel_Frequently,Sales,8,Master,Life Sciences,Male,5,Research Scientist,Single,21070,0,Y,13,0,6,2,5,0,2
2531,High,Excellent,Very High,Very High,Best,No,29,Travel_Frequently,Research & Development,6,College,Medical,Male,1,Human Resources,Married,41150,1,Y,11,0,11,1,11,3,10
2532,High,Excellent,Very High,Very High,Best,No,32,Travel_Frequently,Sales,9,Master,Life Sciences,Male,4,Sales Executive,Single,43270,8,Y,13,0,4,4,0,0,0
2533,High,Excellent,High,High,Good,No,42,Non-Travel,Research & Development,11,Bachelor,Medical,Male,1,Manager,Married,178560,3,Y,18,0,10,2,6,3,3
2534,Medium,Excellent,Medium,High,Better,No,47,Travel_Rarely,Sales,2,College,Life Sciences,Female,5,Manager,Single,31960,4,Y,14,1,7,3,2,2,0
2535,High,Outstanding,Very High,Very High,Good,No,46,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,Female,1,Laboratory Technician,Divorced,190810,3,Y,21,0,12,2,9,4,7
2536,Medium,Excellent,High,Very High,Better,No,28,Non-Travel,Research & Development,7,Bachelor,Life Sciences,Male,1,Sales Executive,Divorced,89660,1,Y,16,1,3,3,3,2,2
2537,High,Excellent,Very High,High,Better,No,29,Travel_Rarely,Research & Development,16,Bachelor,Medical,Female,1,Manufacturing Director,Divorced,22100,8,Y,11,1,11,4,7,1,6
2538,High,Excellent,Very High,High,Better,No,42,Travel_Rarely,Sales,2,Master,Medical,Female,2,Research Director,Single,45390,4,Y,17,1,8,5,0,0,0
2539,High,Excellent,High,Medium,Good,Yes,32,Travel_Rarely,Research & Development,1,Below College,Medical,Male,2,Laboratory Technician,Single,27410,7,Y,11,0,7,3,2,2,2
2540,High,Excellent,Low,Low,Better,No,46,Travel_Rarely,Research & Development,23,Below College,Life Sciences,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,0,25,0,19,2,8
2541,Very High,Excellent,Medium,High,Better,No,27,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Female,5,Research Scientist,Married,45410,1,Y,14,2,9,4,9,5,8
2542,High,Outstanding,Very High,Medium,Better,No,29,Travel_Rarely,Research & Development,1,College,Medical,Male,3,Sales Executive,Married,26780,1,Y,25,1,1,3,1,0,0
2543,Medium,Excellent,Low,High,Better,No,43,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,1,Manufacturing Director,Married,73790,7,Y,13,2,21,3,16,6,14
2544,Medium,Excellent,Very High,Medium,Better,No,48,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,2,Manager,Married,62720,4,Y,14,0,29,3,22,12,9
2545,Medium,Excellent,Very High,Very High,Good,Yes,29,Travel_Frequently,Research & Development,13,College,Life Sciences,Female,1,Laboratory Technician,Single,52200,1,Y,17,0,1,3,1,1,0
2546,Very High,Outstanding,High,Medium,Better,Yes,46,Travel_Rarely,Research & Development,4,Master,Medical,Female,2,Sales Representative,Married,27430,5,Y,25,1,14,1,8,0,7
2547,High,Outstanding,Very High,Low,Good,No,27,Travel_Frequently,Research & Development,16,Master,Medical,Male,3,Healthcare Representative,Married,49980,0,Y,20,2,8,3,7,7,3
2548,High,Excellent,Very High,Very High,Better,No,39,Travel_Rarely,Research & Development,2,Bachelor,Technical Degree,Male,3,Healthcare Representative,Divorced,102520,8,Y,13,1,7,3,2,2,2
2549,High,Excellent,Medium,Very High,Best,No,55,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,1,Human Resources,Married,27810,8,Y,13,1,19,2,5,0,4
2550,Very High,Excellent,Medium,Medium,Better,No,28,Travel_Rarely,Research & Development,29,College,Life Sciences,Male,2,Laboratory Technician,Married,68520,1,Y,18,1,1,2,1,0,0
2551,High,Excellent,Medium,Very High,Good,Yes,30,Travel_Rarely,Sales,12,Master,Life Sciences,Female,2,Sales Executive,Single,49500,1,Y,12,2,1,3,1,0,0
2552,High,Excellent,Very High,Medium,Better,Yes,22,Travel_Rarely,Research & Development,16,College,Life Sciences,Female,2,Laboratory Technician,Single,35790,1,Y,19,3,1,3,1,0,0
2553,Medium,Excellent,Medium,High,Better,No,36,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,Male,1,Sales Executive,Married,131910,1,Y,14,1,10,2,10,1,7
2554,High,Excellent,Medium,High,Better,No,31,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,5,Manager,Divorced,103770,1,Y,14,0,10,2,10,0,2
2555,High,Excellent,High,Very High,Better,No,34,Travel_Rarely,Sales,14,College,Technical Degree,Female,1,Sales Executive,Married,22350,2,Y,14,1,9,2,5,1,0
2556,Medium,Excellent,Very High,Low,Better,No,29,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,Female,1,Sales Executive,Single,105020,3,Y,12,0,11,4,3,1,2
2557,Very High,Excellent,Very High,Low,Better,No,37,Travel_Rarely,Research & Development,7,College,Medical,Male,1,Manufacturing Director,Married,20110,5,Y,13,0,16,4,5,0,4
2558,Medium,Outstanding,Very High,Medium,Better,No,35,Travel_Rarely,Sales,2,Below College,Technical Degree,Male,2,Laboratory Technician,Married,18590,0,Y,25,1,4,2,3,0,2
2559,Medium,Excellent,Medium,Very High,Good,No,45,Travel_Rarely,Research & Development,3,Bachelor,Medical,Female,2,Sales Executive,Married,37600,0,Y,14,1,10,2,9,3,8
2560,Low,Excellent,Medium,Very High,Good,No,36,Travel_Frequently,Research & Development,5,Bachelor,Medical,Female,4,Manufacturing Director,Single,177790,1,Y,17,1,10,5,10,0,8
2561,High,Excellent,Low,Low,Better,No,40,Travel_Rarely,Research & Development,3,Bachelor,Other,Male,1,Sales Executive,Divorced,68330,2,Y,13,0,22,3,19,11,16
2562,Medium,Excellent,Medium,High,Good,No,26,Travel_Rarely,Research & Development,26,College,Life Sciences,Male,2,Human Resources,Married,68120,1,Y,13,0,1,2,1,1,0
2563,Medium,Outstanding,Low,High,Good,No,27,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,Male,2,Manufacturing Director,Single,51710,0,Y,20,1,9,1,8,0,7
